id,user_name,tweet,created_at,retweet_count
1097482180111015941,Halifax Chamber,Our friends at the Halifax Partnership are hard at work to build Halifax s Innovation District Read more about it ,Mon Feb 18 13:05:16 +0000 2019,0
1097482179251261440,WX Halifax,Mon 09 00 Temp 7 9 C Windchill 12 Humidity 63 Press 101 6 kPa falling ,Mon Feb 18 13:05:16 +0000 2019,0
1097482171944710144,Meridia Recruitment,We seek an Executive Assistant to join Southwest Properties owner and operator of the highest quality apartments ,Mon Feb 18 13:05:14 +0000 2019,0
1097482126314868737,Martyn Williams, happystash Tony JV We stayed on the sidewalk and got loads of attention It s not compulsory to do sommat illegal ,Mon Feb 18 13:05:03 +0000 2019,0
1097482095482544128,Dagley Media,RT mattdagley Shooting red carpet style interviews with Melody from C100 at Zumba Masterclass for Heart Photo by snapd Halifax ,Mon Feb 18 13:04:56 +0000 2019,1
1097482093674876928,Scott , KazzStansfield Yes the staff are great but the plans to relocate A amp E to Halifax still make no sense to me given ,Mon Feb 18 13:04:56 +0000 2019,0
1097482087647596546,GO Smart Media ,Call Your Halifax Airport Cab NS 902 802 4259 airportcab taxiservice ,Mon Feb 18 13:04:54 +0000 2019,0
1097481969024319489,Matt Dagley,Shooting red carpet style interviews with Melody from C100 at Zumba Masterclass for Heart Photo by snapd Halifax ,Mon Feb 18 13:04:26 +0000 2019,1
1097481668531752961,Gaz Pearce,Photo Halifax Aerials Halifax ,Mon Feb 18 13:03:14 +0000 2019,0
1097481592531021825,Andree Gracie, halifaxhoops HalifaxWestHS MountMystics ACAA AASC MSVU Halifax So proud of my nephew Redford ,Mon Feb 18 13:02:56 +0000 2019,0
1097481574663229440,lacevvood,RT PyropeFireEye Do you like anime Peep my new track prophxcybeats anime onepiece DBZ goku vegeta rap ,Mon Feb 18 13:02:52 +0000 2019,1
1097481365652672512,Halifax Seaport,RT HfxSeaportMrkt Happy Heritage Day Halifax A friendly reminder that our winter hours are in effect We re open 10 a m to 5 p m Tuesd ,Mon Feb 18 13:02:02 +0000 2019,1
1096914949421629441,NPAS Carr Gate,16 2 2220hrs Heptonstall Halifax locate person who had fallen down ravine in a wooded area guide in officers an ,Sat Feb 16 23:31:18 +0000 2019,20
1097306794299338753,Rogers Hometown Hockey,All aboard RonMacLeanHTH and TaraSlone are taken aboard the HMCS Vancouver a Halifax class Canadian Patrol Frig ,Mon Feb 18 01:28:21 +0000 2019,12
1096839981543215106,Scotiabank Centre,Welcome to the Scotiabank Centre and our city Halifax Thunderbirds Your name your logo and your team is sick ,Sat Feb 16 18:33:24 +0000 2019,20
1097512680699686912,vanessa,RT LYPFT CONNECT Excited to announce we are offering two workshops for carers friends family members of people accessing our service S ,Mon Feb 18 15:06:28 +0000 2019,1
1097512674026573826,WX Halifax,Mon 11 00 Temp 6 3 C Windchill 8 Humidity 55 Press 101 5 kPa falling ,Mon Feb 18 15:06:26 +0000 2019,0
