id,user_name,tweet,created_at,retweet_count
1098321937594486803,Debbie,RT mattfegan hwfc That moment when you sign a player you used to play against We re delighted to add ChristianOxner to the team Ano ,Wed Feb 20 20:42:10 +0000 2019,0
1098322008436342784,Kimberly Murray,RT kabotoss Attention Indigenous Community I m still hiring several great summer internship opportunities in Toronto Halifax and many m ,Wed Feb 20 20:42:27 +0000 2019,0
1098322074735644681,UNDERGROUND KING ,RT boonaamohammed Syrian refugee family in Halifax Canada all died in a house fire except the mom Please pray for them and support the ,Wed Feb 20 20:42:43 +0000 2019,0
1098322075641618433,Canadian Punk ,RT JustinTrudeau Words fail when children are taken from us too soon especially in circumstances like this My heart goes out to the sur ,Wed Feb 20 20:42:43 +0000 2019,0
1098322104917778432,Darshan Kang MP,I would like to express my deepest sympathies and thoughts to all those affected by the fire in Halifax The loss o ,Wed Feb 20 20:42:50 +0000 2019,0
1098322115223265281,Global Halifax, She came down to make milk for the baby and she noticed the fire She called her husband who tried to put it of ,Wed Feb 20 20:42:52 +0000 2019,0
1098322140301004815,Verity Stevenson,RT jessleeder Some days journalism offers a rare window into the amazing Other days it forces you to lock eyes with your worst nightmare ,Wed Feb 20 20:42:58 +0000 2019,0
1098322147569815555,Tree,RT markymark7717 Not to minimize the horror of losing innocent children in a house fire but making note 1 Migrant family all 7 chil ,Wed Feb 20 20:43:00 +0000 2019,0
1098322166897143808,sarah reicker,Halifax House Fire Tragedy ,Wed Feb 20 20:43:05 +0000 2019,0
1098322187801513984,Minister for Enjoyment,Syrian refugee family in Halifax Canada all died in a house fire except the mom Please pray for them and support ,Wed Feb 20 20:43:10 +0000 2019,0
1098322228666601472,Debbie,RT mattfegan hwfc Second signing of the day Warm welcome to a top guy AlexDeCarolis Finally time to get that flight booked to Halifax ,Wed Feb 20 20:43:19 +0000 2019,0
1098322273646379010,Khadi ,RT boonaamohammed Syrian refugee family in Halifax Canada all died in a house fire except the mom Please pray for them and support the ,Wed Feb 20 20:43:30 +0000 2019,0
